ID,year,age,sex,status,education,jobclass,health,health_ins,wage
372,2006,23,Male,Never Married,Some College,Industrial,Very Good,No,68.11199407
373,2004,31,Male,Married,HS Grad,Information,Very Good,Yes,127.1157438
374,2004,43,Male,Married,College Grad,Information,Very Good,Yes,272.2947832
375,2003,33,Male,Married,Advanced Degree,Information,Good,No,111.7208494
376,2004,48,Male,Married,HS Grad,Industrial,Good,Yes,127.1157438
377,2008,33,Male,Married,HS Grad,Industrial,Very Good,Yes,87.98103279
378,2009,52,Male,Married,College Grad,Information,Very Good,Yes,114.4757133
379,2008,30,Male,Never Married,Some College,Information,Very Good,No,69.79153085
380,2004,44,Male,Married,HS Grad,Industrial,Very Good,Yes,94.07271475
381,2004,38,Male,Married,HS Grad,Information,Very Good,Yes,127.273347
382,2008,51,Male,Married,HS Grad,Industrial,Very Good,Yes,160.6424754
383,2007,47,Male,Married,Some College,Industrial,Very Good,Yes,171.7651326
384,2005,28,Male,Married,College Grad,Information,Good,Yes,141.7751723
385,2004,52,Male,Divorced,Some College,Information,Very Good,Yes,115.3750386
386,2004,23,Male,Never Married,Less than HS Grad,Industrial,Good,No,72.15045568
387,2003,65,Male,Married,Less than HS Grad,Industrial,Good,No,73.77574327
388,2005,27,Male,Never Married,College Grad,Industrial,Very Good,Yes,127.1157438
389,2004,33,Male,Married,Less than HS Grad,Information,Very Good,No,20.93437794
390,2008,49,Male,Married,HS Grad,Industrial,Very Good,Yes,79.85490031
391,2008,27,Male,Never Married,Some College,Industrial,Good,Yes,102.8702469
392,2008,48,Male,Divorced,HS Grad,Industrial,Good,Yes,115.3750386
393,2005,38,Male,Never Married,Some College,Industrial,Good,Yes,97.49329405
394,2008,58,Male,Married,Some College,Industrial,Good,No,104.9215065
395,2003,40,Male,Married,Advanced Degree,Industrial,Very Good,No,115.3750386
396,2007,46,Male,Married,HS Grad,Industrial,Very Good,No,93.48669204
397,2009,53,Male,Married,Some College,Information,Good,Yes,123.0896998
398,2009,25,Male,Never Married,Advanced Degree,Information,Very Good,Yes,118.8843593
399,2003,42,Male,Married,Some College,Information,Very Good,Yes,96.37065283
400,2004,40,Male,Never Married,HS Grad,Industrial,Very Good,Yes,84.04595765
401,2006,35,Male,Married,HS Grad,Information,Very Good,Yes,127.1157438
402,2005,50,Male,Separated,HS Grad,Information,Good,No,95.23071257
403,2004,34,Male,Married,Some College,Industrial,Very Good,Yes,81.28325328
404,2009,48,Male,Married,HS Grad,Information,Very Good,Yes,102.8702469
405,2004,49,Male,Married,Advanced Degree,Information,Good,Yes,111.7208494
406,2009,41,Male,Married,College Grad,Information,Very Good,No,94.07271475
407,2004,37,Male,Married,College Grad,Information,Very Good,Yes,127.1157438
408,2003,58,Male,Married,Some College,Information,Very Good,Yes,104.9215065
409,2006,28,Male,Never Married,HS Grad,Industrial,Good,No,68.11199407
410,2003,33,Male,Married,HS Grad,Industrial,Very Good,Yes,128.6804882
411,2003,50,Male,Married,Some College,Industrial,Very Good,Yes,143.9273594
412,2009,38,Male,Married,HS Grad,Information,Very Good,Yes,103.9024706
413,2003,48,Male,Married,HS Grad,Industrial,Very Good,Yes,91.69922611
414,2008,30,Male,Married,Some College,Industrial,Very Good,Yes,95.23071257
415,2006,49,Male,Married,Advanced Degree,Information,Very Good,No,138.2991269
416,2005,44,Male,Married,College Grad,Information,Very Good,Yes,118.5567764
417,2009,50,Male,Married,HS Grad,Industrial,Very Good,Yes,94.07271475
418,2009,58,Male,Married,College Grad,Information,Good,Yes,114.4757133
419,2004,45,Male,Never Married,College Grad,Information,Very Good,Yes,150.0132863
420,2005,44,Male,Married,Some College,Information,Very Good,No,97.49329405
421,2005,35,Male,Divorced,College Grad,Information,Good,No,90.48191336
422,2005,59,Male,Married,HS Grad,Information,Very Good,No,81.28325328
423,2009,45,Male,Married,HS Grad,Information,Very Good,No,130.9821774
424,2004,51,Male,Married,College Grad,Industrial,Good,Yes,150.9627835
425,2006,61,Male,Married,Some College,Information,Very Good,No,130.9821774
426,2008,45,Male,Married,HS Grad,Industrial,Very Good,Yes,145.1436012
427,2003,34,Male,Never Married,College Grad,Industrial,Very Good,Yes,90.48191336
428,2007,33,Male,Married,College Grad,Information,Good,No,113.5670896
429,2005,45,Male,Married,HS Grad,Information,Good,Yes,87.98103279
430,2009,50,Male,Never Married,Advanced Degree,Information,Good,Yes,157.7005277
431,2006,50,Male,Married,HS Grad,Information,Very Good,Yes,109.8339856
432,2005,39,Male,Married,Some College,Information,Good,No,84.04595765
433,2009,26,Male,Never Married,College Grad,Information,Very Good,Yes,160.6436382
434,2007,49,Male,Married,HS Grad,Industrial,Good,No,47.90556704
435,2003,20,Male,Never Married,HS Grad,Industrial,Very Good,No,59.09706408
436,2003,31,Male,Married,College Grad,Industrial,Very Good,No,81.28325328
437,2007,49,Male,Married,HS Grad,Information,Good,Yes,87.98103279
438,2007,56,Male,Never Married,HS Grad,Industrial,Good,Yes,87.98103279
439,2005,61,Male,Married,College Grad,Information,Very Good,Yes,143.8085568
440,2005,56,Male,Separated,HS Grad,Information,Good,Yes,110.7826503
441,2009,51,Male,Married,College Grad,Information,Very Good,No,118.8843593
442,2004,42,Male,Married,Less than HS Grad,Industrial,Very Good,Yes,120.5894365
443,2004,45,Male,Married,College Grad,Industrial,Very Good,Yes,272.2947832
444,2006,30,Male,Married,Advanced Degree,Information,Very Good,Yes,105.3758927
445,2005,48,Male,Never Married,College Grad,Information,Good,No,69.01087662
446,2009,33,Male,Married,Advanced Degree,Industrial,Good,Yes,87.98103279
447,2007,50,Male,Married,Some College,Information,Very Good,Yes,89.24288466
448,2003,31,Male,Married,Advanced Degree,Information,Very Good,Yes,171.7651326
449,2003,48,Male,Married,College Grad,Industrial,Good,Yes,133.2323508
450,2005,35,Male,Married,Advanced Degree,Information,Very Good,Yes,200.5432623
451,2009,47,Male,Married,Some College,Industrial,Very Good,Yes,92.89584479
452,2007,45,Male,Married,College Grad,Industrial,Good,Yes,148.4131591
453,2009,52,Male,Married,HS Grad,Industrial,Very Good,Yes,119.7425563
454,2007,46,Male,Married,HS Grad,Industrial,Very Good,Yes,82.6796373
455,2007,47,Male,Married,College Grad,Information,Very Good,No,105.9278108
456,2009,49,Male,Married,HS Grad,Industrial,Very Good,Yes,267.9010869
457,2007,36,Male,Married,Less than HS Grad,Industrial,Good,No,104.9215065
458,2005,51,Male,Married,College Grad,Industrial,Good,No,127.1157438
459,2008,46,Male,Married,HS Grad,Industrial,Very Good,Yes,157.7005277
460,2004,37,Male,Married,College Grad,Information,Very Good,No,148.4131591
461,2005,23,Male,Never Married,Some College,Industrial,Very Good,Yes,65.11085372
462,2008,43,Male,Married,College Grad,Industrial,Very Good,Yes,104.9215065
463,2006,34,Male,Married,College Grad,Information,Very Good,Yes,78.3924668
464,2008,58,Male,Married,HS Grad,Industrial,Very Good,Yes,139.2137881
465,2009,44,Male,Never Married,College Grad,Information,Very Good,Yes,112.6488963
466,2008,61,Male,Married,College Grad,Information,Very Good,No,79.85490031
467,2005,40,Male,Divorced,Less than HS Grad,Industrial,Very Good,No,65.11085372
468,2003,37,Male,Married,Some College,Information,Very Good,Yes,111.7208494
469,2003,33,Male,Married,HS Grad,Information,Very Good,No,104.9215065
470,2004,38,Male,Married,Some College,Information,Very Good,Yes,176.9896505
471,2006,41,Male,Married,HS Grad,Information,Good,Yes,99.6894637
472,2005,30,Male,Married,HS Grad,Industrial,Very Good,Yes,104.9215065
473,2003,51,Male,Married,Less than HS Grad,Industrial,Good,Yes,70.81503862
474,2003,39,Male,Never Married,Some College,Industrial,Very Good,Yes,94.07271475
475,2006,56,Male,Married,Some College,Information,Very Good,Yes,127.1157438
476,2007,44,Male,Never Married,HS Grad,Industrial,Good,No,97.49329405
477,2005,51,Male,Divorced,Advanced Degree,Information,Very Good,Yes,109.8339856
478,2006,35,Male,Married,HS Grad,Industrial,Very Good,No,75.19962815
479,2009,27,Male,Never Married,HS Grad,Industrial,Good,No,65.11085372
480,2003,47,Male,Married,Some College,Industrial,Good,Yes,146.4628385
481,2007,51,Male,Married,Some College,Information,Good,No,81.28325328
482,2006,41,Male,Married,HS Grad,Industrial,Very Good,No,127.1157438
483,2005,63,Male,Married,Less than HS Grad,Industrial,Good,No,73.77574327
484,2009,61,Male,Never Married,HS Grad,Information,Good,No,65.11085372
485,2004,46,Male,Married,HS Grad,Industrial,Good,Yes,99.6894637
486,2009,33,Male,Never Married,Some College,Industrial,Very Good,No,79.85490031
487,2009,35,Male,Separated,Less than HS Grad,Information,Good,No,73.77574327
488,2003,28,Male,Married,Advanced Degree,Information,Very Good,Yes,87.98103279
489,2007,50,Male,Married,Some College,Industrial,Very Good,No,118.8843593
490,2007,41,Male,Married,Advanced Degree,Information,Very Good,Yes,284.5247409
491,2008,23,Male,Married,College Grad,Industrial,Good,No,118.8843593
492,2004,45,Male,Married,Some College,Information,Very Good,Yes,106.9218141
493,2007,63,Male,Married,Advanced Degree,Industrial,Very Good,Yes,100.0134869
494,2006,59,Male,Married,Some College,Information,Good,Yes,108.8745258
495,2005,30,Male,Married,College Grad,Information,Very Good,Yes,114.4757133
496,2003,30,Male,Married,Advanced Degree,Information,Very Good,Yes,115.3750386
497,2007,45,Male,Married,HS Grad,Industrial,Good,No,130.9821774
498,2005,42,Male,Married,HS Grad,Industrial,Good,Yes,79.85490031
499,2009,57,Male,Married,Less than HS Grad,Industrial,Very Good,Yes,106.9218141
500,2003,52,Male,Divorced,Some College,Industrial,Good,No,22.96240068
501,2003,54,Male,Married,Some College,Information,Very Good,Yes,115.1824551
502,2005,30,Male,Married,Some College,Information,Very Good,Yes,103.9024706
503,2003,47,Male,Married,College Grad,Industrial,Very Good,Yes,184.4694642
504,2003,38,Male,Never Married,Some College,Information,Very Good,Yes,314.3293364
505,2003,47,Male,Married,Some College,Information,Good,Yes,99.6894637
506,2008,39,Male,Never Married,College Grad,Industrial,Good,Yes,128.6804882
507,2005,50,Male,Married,HS Grad,Industrial,Very Good,No,87.98103279
508,2003,47,Male,Married,HS Grad,Industrial,Very Good,No,54.59815003
509,2004,45,Male,Married,HS Grad,Industrial,Good,Yes,99.6894637
510,2007,44,Male,Married,Less than HS Grad,Information,Very Good,Yes,118.8843593
511,2003,52,Male,Married,HS Grad,Industrial,Very Good,Yes,92.16112203
512,2004,42,Male,Married,College Grad,Industrial,Good,No,127.1157438
513,2004,18,Male,Never Married,Less than HS Grad,Industrial,Very Good,No,41.7049905
514,2006,56,Male,Married,College Grad,Information,Very Good,Yes,109.8339856
515,2004,50,Male,Married,Advanced Degree,Information,Very Good,No,82.6796373
516,2006,50,Male,Married,Advanced Degree,Information,Very Good,Yes,277.7994802
517,2006,53,Male,Never Married,Some College,Information,Good,No,99.6894637
518,2009,38,Male,Married,Advanced Degree,Industrial,Very Good,Yes,176.9896505
519,2004,27,Male,Never Married,Less than HS Grad,Information,Very Good,No,84.04595765
520,2004,56,Male,Married,Advanced Degree,Information,Very Good,No,163.515864
521,2003,50,Male,Married,Advanced Degree,Information,Very Good,Yes,81.28325328
522,2003,56,Male,Married,College Grad,Industrial,Very Good,Yes,130.9821774
523,2007,50,Male,Married,Less than HS Grad,Industrial,Good,No,127.1157438
524,2005,49,Male,Never Married,HS Grad,Information,Very Good,No,72.15045568
525,2005,42,Male,Never Married,Some College,Industrial,Very Good,No,104.9215065
526,2009,50,Male,Married,Advanced Degree,Industrial,Good,Yes,186.8766776
527,2003,53,Male,Married,College Grad,Information,Very Good,Yes,176.9896505
528,2007,28,Male,Married,HS Grad,Industrial,Good,No,139.7030715
529,2003,45,Male,Married,HS Grad,Industrial,Good,Yes,73.77574327
530,2009,24,Male,Never Married,HS Grad,Information,Very Good,No,66.22940829
531,2003,25,Male,Never Married,Less than HS Grad,Industrial,Very Good,No,81.28325328
532,2004,38,Male,Married,College Grad,Industrial,Very Good,Yes,104.9215065
533,2009,47,Male,Married,College Grad,Industrial,Good,Yes,109.8339856
534,2003,38,Male,Married,College Grad,Industrial,Very Good,Yes,154.685293
535,2007,33,Male,Married,Some College,Information,Very Good,No,106.9218141
536,2006,39,Male,Married,Advanced Degree,Information,Very Good,Yes,277.7994802
537,2005,52,Male,Divorced,HS Grad,Industrial,Good,Yes,87.98103279
538,2005,46,Male,Divorced,HS Grad,Industrial,Very Good,Yes,90.48191336
539,2004,42,Male,Married,HS Grad,Information,Very Good,Yes,106.9218141
540,2003,61,Male,Married,HS Grad,Industrial,Very Good,Yes,56.90553914
541,2005,32,Male,Never Married,HS Grad,Industrial,Very Good,Yes,81.28325328
542,2009,42,Male,Divorced,HS Grad,Information,Very Good,Yes,107.9039239
543,2006,61,Male,Married,Advanced Degree,Information,Very Good,Yes,196.1252726
544,2009,27,Male,Married,HS Grad,Industrial,Very Good,No,91.69922611
545,2008,45,Male,Married,Advanced Degree,Industrial,Good,Yes,200.5432623
546,2003,58,Male,Married,College Grad,Information,Very Good,No,32.36641317
547,2007,25,Male,Never Married,College Grad,Industrial,Very Good,Yes,104.9215065
548,2007,34,Male,Married,Less than HS Grad,Industrial,Very Good,No,100.7642728
549,2005,44,Male,Married,Some College,Information,Good,Yes,85.38394038
550,2007,40,Male,Married,Some College,Information,Very Good,No,82.6796373
551,2007,51,Male,Married,College Grad,Industrial,Very Good,No,97.49329405
552,2003,50,Male,Married,Advanced Degree,Information,Very Good,Yes,121.0108266
553,2009,64,Male,Married,College Grad,Information,Good,Yes,133.9715001
554,2003,54,Male,Married,Some College,Industrial,Very Good,Yes,148.4131591
555,2008,42,Male,Never Married,College Grad,Information,Very Good,Yes,104.9215065
556,2007,31,Male,Married,HS Grad,Industrial,Good,No,81.28325328
557,2003,25,Male,Never Married,College Grad,Industrial,Very Good,Yes,90.48191336
558,2006,32,Male,Married,Some College,Industrial,Very Good,Yes,106.9218141
559,2007,51,Male,Married,Less than HS Grad,Information,Good,Yes,114.4757133
560,2007,75,Male,Married,Less than HS Grad,Information,Good,No,53.39534689
561,2003,28,Male,Married,HS Grad,Industrial,Very Good,No,87.98103279
562,2009,28,Male,Never Married,HS Grad,Industrial,Very Good,No,66.22940829
563,2007,32,Male,Never Married,Advanced Degree,Industrial,Good,Yes,96.37065283
564,2006,53,Male,Married,Advanced Degree,Information,Very Good,Yes,272.4032258
565,2008,36,Male,Married,Some College,Industrial,Good,No,97.15827504
566,2004,43,Male,Married,Advanced Degree,Information,Very Good,Yes,200.5432623
567,2004,51,Male,Married,College Grad,Industrial,Good,Yes,123.0896998
568,2005,35,Male,Married,College Grad,Information,Very Good,Yes,99.6894637
569,2004,46,Male,Separated,HS Grad,Industrial,Very Good,No,94.07271475
570,2003,38,Male,Married,College Grad,Industrial,Very Good,Yes,81.28325328
571,2004,43,Male,Married,College Grad,Information,Very Good,No,154.685293
572,2004,39,Male,Married,HS Grad,Industrial,Very Good,No,109.8339856
573,2007,37,Male,Divorced,Some College,Industrial,Very Good,Yes,123.0896998
574,2008,59,Male,Divorced,Advanced Degree,Information,Good,Yes,73.77574327
575,2003,33,Male,Married,College Grad,Industrial,Good,No,107.9039239
576,2007,23,Male,Never Married,Some College,Industrial,Very Good,No,73.77574327
577,2006,37,Male,Never Married,Some College,Industrial,Very Good,No,87.98103279
578,2005,40,Male,Married,HS Grad,Industrial,Good,No,27.14057921
579,2006,25,Male,Married,Some College,Information,Very Good,Yes,94.07271475
580,2008,27,Male,Never Married,College Grad,Industrial,Very Good,Yes,102.4535576
581,2004,47,Male,Married,Advanced Degree,Information,Good,Yes,272.2947832
582,2008,52,Male,Married,College Grad,Industrial,Very Good,No,94.07271475
583,2007,23,Male,Never Married,HS Grad,Information,Very Good,No,81.28325328
584,2004,33,Male,Married,College Grad,Information,Good,No,87.98103279
585,2005,37,Male,Never Married,College Grad,Information,Good,Yes,109.8339856
586,2008,34,Male,Married,HS Grad,Industrial,Good,No,80.43020795
587,2003,51,Male,Separated,HS Grad,Industrial,Good,Yes,148.4131591
588,2007,40,Male,Divorced,Some College,Industrial,Very Good,Yes,148.4131591
589,2007,50,Male,Married,HS Grad,Information,Good,Yes,81.28325328
590,2005,64,Male,Married,Some College,Industrial,Very Good,Yes,118.8843593
591,2008,54,Male,Married,Less than HS Grad,Industrial,Good,Yes,80.48744436
592,2003,50,Male,Married,HS Grad,Information,Very Good,Yes,91.69922611
593,2004,32,Male,Married,College Grad,Information,Very Good,Yes,109.3556264
594,2004,37,Male,Married,College Grad,Information,Good,Yes,104.9215065
595,2006,19,Male,Never Married,Less than HS Grad,Industrial,Very Good,No,65.11085372
596,2006,32,Male,Married,HS Grad,Industrial,Very Good,Yes,76.89360252
597,2004,42,Male,Married,Some College,Industrial,Good,Yes,99.6894637
598,2009,26,Male,Never Married,Some College,Industrial,Good,No,99.6894637
599,2009,46,Male,Married,Advanced Degree,Information,Very Good,Yes,157.7005277
